"id";"MotionOutcomeAndDescription";"PageURL";"MotionVoteOutcome";"VideoTimeSlot";"MeetingIDValue";"ItemID"
"261";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council approve an amendment to the Zoning By-law 2008-250 to change the zoning of 3536 Upper Dwyer Hill Road from AG (Agricultural) to AG5 (Agricultural, subzone 5), as shown on Document 1.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115329";"Passed";NULL;"2279";"115329"
"262";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council approve an amendment to the Zoning By-law 2008-250 to change the zoning of 2396 Fairmile Road from RU[136r] to RU and 2382 Donnelly Drive by amending exception 136r, as shown in Document 1 and as detailed in Document 2.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115320";"Passed";NULL;"2279";"115320"
"263";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115336";"Passed";NULL;"2279";"115336"
"264";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115331";"Passed";NULL;"2279";"115331"
"265";"Passed    Motion To: Minutes 30 – 21 November 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123763";"Passed";NULL;"2442";"123763"
"266";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123766";"Passed";NULL;"2442";"123766"
"267";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123767";"Passed";NULL;"2442";"123767"
"268";"Passed    Motion To: That Transit Commission receive public comments with respect to the following Auditor General’s reports (2011 Audit Reports), as referred by the Audit Sub-Committee at its meeting of 29 November 2012, for subsequent consideration and approval of the audit recommendations by Council on 19 December 2012:
•           OC Transpo Scheduling Process for Bus Operators;•           OC Transpo Communication of Cancelled Bus Trips.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123711";"Passed";NULL;"2442";"123711"
"269";"Passed    Motion To: That the Transit Commission:
 
1.        consult with the Société de transport de l’Outaouais (STO) to re-engage the Joint Consultative Committee with representation from Ottawa and Gatineau; and2.         approve that the Chair of the Transit Commission solicit interest from members of the Transit Commission to ascertain membership on the Joint Consultative Committee. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123768";"Passed";NULL;"2442";"123768"
"270";"Passed    Motion To: WHEREAS discussions between the Société de transport de l’Outaouais (STO) and OC Transpo regarding re-establishing the Joint Consultative Committee on Interprovincial Transit Issue have resulted in both parties recommending a different approach that would result in STO presentations to the Transit Commission being part of the public discussion and vice versa; and 
WHEREAS information meetings with the senior management at STO and OC Transpo have been reinstated to discuss technical and operational issues that arise; and 
THEREFORE BE IT RESOLVED that staff work with STO to plan topic-specific presentations to each governing body (the Transit Commission for the City of Ottawa) on initiatives of mutual interest and where there is the potential for impact on transit service on both sides of the river. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123768";"Passed";NULL;"2442";"123768"
"271";"Passed    Motion To: Minutes 45 of the Planning Committee meeting of 27 November 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124086";"Passed";NULL;"2282";"124086"
"272";"Passed    Motion To: That the Planning Committee approve the addition of this item for consideration by the Committee at today’s meeting, pursuant to subsection 84(3) of the procedure by-law (Being By-Law No. 2006-462).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124088";"Passed";NULL;"2282";"124088"
"273";"No Action    Motion To: That the Planning Committee recommend to Council that:

1.	The budget for the expenditure of cash-in-lieu of parkland funds from Ward Accounts, where the project costs are $100,000 or more, include an amount of 10 per cent for capital planning.

2.	The 10 per cent capital planning amount for projects in stream prior to the adoption of the 2013 budget on November 28, 2012, be funded from the City-wide cash-in-lieu of parkland account.
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124088";"No Action";NULL;"2282";"124088"
"274";"Passed    Motion To: THAT Committee refer this report back to staff to investigate other options in order to satisfy any additional staff required, and that this report be presented to Committee at its first meeting in February.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124088";"Passed";NULL;"2282";"124088"
"275";"Passed    Motion To: That the Planning Committee receive public comments with respect to the following Auditor General’s reports (2011 Audit Reports), as referred by the Audit Sub-Committee at its meeting of 29 November 2012, for subsequent consideration and approval of the audit recommendations by Council on 19 December 2012:
 
•           Follow-up to the 2009 Audit of Eight Specific Building Code Services Files; 
•           Follow-up to the 2009 Audit of Specific House Drawings.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124077";"Passed";NULL;"2282";"124077"
"276";"Passed    Motion To: That the Planning Committee recommend Council approve an amendment to Zoning By-law 2008-250 to change the zoning of 774 Bronson Avenue and 551 Cambridge Street South from Arterial Mainstreet AM1 H(27.5) to a new Arterial Mainstreet AM1[XXXX]SYYY-h exception zone with a holding provision as detailed in Documents 2 and 3 and as shown in Document 1, as amended by the following:
 
THAT Document 3, Details of Recommended Zoning, be amended to add the following text;
 
g.         The maximum floor space index permitted for a development having 80 percent or more of its parking underground is 4.5.
 
And that no further notice will be given under subsection 34(17) of the Planning Act.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=116003";"Passed";NULL;"2282";"116003"
"277";"Passed    Motion To: That the Planning Committee recommend Council approve an amendment to Zoning Bylaw 2008-250 to change the zoning of 5786 Fernbank Road and part of 5861 Fernbank Road from Development Reserve Zone (DR) to Residential First Density Subzone Z (R1Z), Residential Third Density Subzone Z (R3Z), Residential Fourth Density Subzone Z (R4Z), Minor Institutional Zone/Residential First Density Subzone Z (I1B/R1Z), Minor Institutional Zone/Residential Fourth Density Subzone Z (I1B/R4Z) and Parks and Open Space Zone (O1) as shown in Document 1 and detailed in Document 2. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115463";"Passed";NULL;"2282";"115463"
"278";"Passed    Motion To: That the Planning Committee receive this report for further review and discussion of the service areas’ performance results, as outlined in document 1.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115469";"Passed";NULL;"2282";"115469"
"279";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126564";"Passed";NULL;"2406";"126564"
"280";"Failed    Motion To: Moved by Councillor Monette on behalf of Councillor Wilkinson

Whereas the net density for residential development in the Kanata Town Centre is lower than that recommended for 2 the Parkway; and

Whereas the height limitation on the site is presently 15 metres, which would permit a 5 storey building on the site; and

Whereas the Kanata Beaverbrook Community Association (KBCA) has had extensive public discussion with the community and the vast majority have indicated that the development should fit in with the principles of development in Beaverbrook that were developed by the public and supported over a 40 year period, with new projects fitting into those principles; and

Whereas the KBCA does not oppose any development that fits with the principles of development in Beaverbrook;

Therefore, on behalf of the Kanata Beaverbrook Community Association the Planning Committee amend the staff report to reduce the building height to 15 metres (maximum 5 storeys), the lot coverage to 35% and the unit count proportionately from that recommended by staff.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123769";"Failed";NULL;"2406";"123769"
"281";"Passed    Motion To: Amending motion forthcoming";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123769";"Passed";NULL;"2406";"123769"
"282";"Passed    Motion To: That the Planning Committee recommend Council approve an amendment to the Zoning By-law 2008-250 to change the zoning of part of 5357 Fernbank Road from Development Reserve (DR) to General Mixed Use Subzone 1 exception XXX (GM1[XXX]) and Parks and Open Space Zone (O1) as shown in Document 1 and as detailed in Document 2.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121867";"Passed";NULL;"2406";"121867"
"283";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123567";"Passed";NULL;"2406";"123567"
"284";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121766";"Passed";NULL;"2406";"121766"
"285";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123550";"Passed";NULL;"2406";"123550"
"286";"Passed    Motion To: Amending motion forthcoming";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122595";"Passed";NULL;"2406";"122595"
"287";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124956";"Passed";NULL;"2406";"124956"
"288";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=125025";"Passed";NULL;"2406";"125025"
"289";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126590";"Passed";NULL;"2292";"126590"
"290";"Passed    Motion To: Moved by A. Hubley,

THEREFORE BE IT RESOLVED that the Chair’s Verbal Update - 2012 Review presented at the Environment Committee meeting of January 15, 2013, be included in the minutes.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126591";"Passed";NULL;"2292";"126591"
